Parámetros obtenidos por SMAC {'alpha': '1.4', 'ants': '34', 'beta': '5.7', 'ph-max': '1.6', 'ph-min': '0.01', 'rho': '0.2'}
----------------- INSTANCE: weing7.dat ----------------------
VALUE: 0.0481996 ; SEED: 3898
VALUE: 1.54118 ; SEED: 1948
VALUE: 1.36433 ; SEED: 724
VALUE: 1.28853 ; SEED: 9912
VALUE: 1.31379 ; SEED: 736
VALUE: 1.79384 ; SEED: 6189
VALUE: 1.94543 ; SEED: 9607
VALUE: 1.1622 ; SEED: 5422
VALUE: 1.56645 ; SEED: 9025
VALUE: 1.38959 ; SEED: 4572
VALUE: 1.46539 ; SEED: 8280
VALUE: 1.08641 ; SEED: 3865
VALUE: 1.41486 ; SEED: 590
El promedio es 1.4603335
----------------- INSTANCE: weish29.dat ----------------------
VALUE: 0 ; SEED: 5073
VALUE: 0 ; SEED: 118
VALUE: 0 ; SEED: 1261
VALUE: 0 ; SEED: 1771
VALUE: 0 ; SEED: 9826
VALUE: 0 ; SEED: 8774
VALUE: 0 ; SEED: 514
VALUE: 0 ; SEED: 3233
VALUE: 0 ; SEED: 6683
VALUE: 0 ; SEED: 4777
VALUE: 0 ; SEED: 4315
VALUE: 0 ; SEED: 2559
VALUE: 0 ; SEED: 695
VALUE: 0 ; SEED: 5567
VALUE: 0 ; SEED: 5141
VALUE: 0 ; SEED: 5901
VALUE: 0 ; SEED: 2266
VALUE: 0 ; SEED: 6189
VALUE: 0 ; SEED: 6172
VALUE: 0 ; SEED: 7543
El promedio es 0.0
----------------- INSTANCE: weish28.dat ----------------------
VALUE: 0 ; SEED: 8520
VALUE: 0 ; SEED: 6327
VALUE: 0 ; SEED: 9759
VALUE: 0 ; SEED: 9162
VALUE: 0 ; SEED: 1680
VALUE: 0 ; SEED: 8307
VALUE: 0 ; SEED: 4444
VALUE: 0 ; SEED: 7064
VALUE: 0 ; SEED: 3893
VALUE: 0 ; SEED: 4933
VALUE: 0 ; SEED: 7167
VALUE: 0 ; SEED: 4230
VALUE: 0 ; SEED: 8538
VALUE: 0 ; SEED: 4964
VALUE: 0 ; SEED: 8985
VALUE: 0 ; SEED: 5552
VALUE: 0 ; SEED: 187
VALUE: 0 ; SEED: 6802
VALUE: 0 ; SEED: 9502
VALUE: 0 ; SEED: 5158
El promedio es 0.0
[('weing7.dat', 0.0481996), ('pet6.dat', 0.513279), ('gk03.dat', 1.6150990000000003), ('weish30.dat', 0.00178715), ('gk02.dat', 1.4603335), ('weish29.dat', 0.0), ('weish28.dat', 0.0)]



Parámetros obtenidos por SMAC {'alpha': '6.8', 'ants': '40', 'beta': '5.3', 'ph-max': '1.0', 'ph-min': '0.01', 'rho': '0.1'}
----------------- INSTANCE: weing7.dat ----------------------
VALUE: 0.0481996 ; SEED: 328
VALUE: 0.0481996 ; SEED: 6168
VALUE: 0.0481996 ; SEED: 9653
VALUE: 0.0481996 ; SEED: 2183
VALUE: 0.0481996 ; SEED: 984
VALUE: 0.0481996 ; SEED: 5446
VALUE: 0.0481996 ; SEED: 7639
VALUE: 0.0481996 ; SEED: 5782
VALUE: 0.0481996 ; SEED: 5776
VALUE: 0.0481996 ; SEED: 9975
VALUE: 0.0481996 ; SEED: 4569
VALUE: 0.0481996 ; SEED: 8020
VALUE: 0.0481996 ; SEED: 363
VALUE: 0.0481996 ; SEED: 9656
VALUE: 0.0481996 ; SEED: 992
VALUE: 0.0481996 ; SEED: 348
VALUE: 0.0481996 ; SEED: 6048
VALUE: 0.0481996 ; SEED: 4114
VALUE: 0.0481996 ; SEED: 7476
VALUE: 0.0481996 ; SEED: 4892
El promedio es 0.0481996
----------------- INSTANCE: pet6.dat ----------------------
VALUE: 0.536824 ; SEED: 9710
VALUE: 0.536824 ; SEED: 9854
VALUE: 0.536824 ; SEED: 5243
VALUE: 0.452063 ; SEED: 2906
VALUE: 0.583914 ; SEED: 5963
VALUE: 0.536824 ; SEED: 3035
VALUE: 0.527406 ; SEED: 5122
VALUE: 0.536824 ; SEED: 6048
VALUE: 0.536824 ; SEED: 9758
VALUE: 0.536824 ; SEED: 4327
VALUE: 0.499152 ; SEED: 4921
VALUE: 0.536824 ; SEED: 6179
VALUE: 0.536824 ; SEED: 1718
VALUE: 0.499152 ; SEED: 441
VALUE: 0.536824 ; SEED: 9326
VALUE: 0.781691 ; SEED: 2153
VALUE: 0.536824 ; SEED: 5079
VALUE: 0.536824 ; SEED: 8192
VALUE: 0.499152 ; SEED: 3646
VALUE: 0.621586 ; SEED: 4413
El promedio es 0.5453002
----------------- INSTANCE: gk03.dat ----------------------
VALUE: 1.50283 ; SEED: 3910
VALUE: 1.92716 ; SEED: 5370
VALUE: 1.39675 ; SEED: 3070
VALUE: 1.53819 ; SEED: 7130
VALUE: 1.14922 ; SEED: 1589
VALUE: 1.41443 ; SEED: 1668
VALUE: 1.50283 ; SEED: 9842
VALUE: 1.53819 ; SEED: 5275
VALUE: 1.43211 ; SEED: 5468
VALUE: 1.23762 ; SEED: 3677
VALUE: 1.62659 ; SEED: 7183
VALUE: 1.34371 ; SEED: 2773
VALUE: 1.69731 ; SEED: 1309
VALUE: 1.14922 ; SEED: 5516
VALUE: 1.06082 ; SEED: 3572
VALUE: 1.37907 ; SEED: 9312
VALUE: 1.36139 ; SEED: 7390
VALUE: 1.32603 ; SEED: 4433
VALUE: 1.46747 ; SEED: 3686
VALUE: 1.64427 ; SEED: 1981
El promedio es 1.4347604999999999
----------------- INSTANCE: weish30.dat ----------------------
VALUE: 0 ; SEED: 555
VALUE: 0 ; SEED: 8677
VALUE: 0.035743 ; SEED: 3126
VALUE: 0 ; SEED: 5163
VALUE: 0 ; SEED: 9418
VALUE: 0 ; SEED: 3007
VALUE: 0 ; SEED: 4564
VALUE: 0 ; SEED: 5572
VALUE: 0 ; SEED: 1401
VALUE: 0 ; SEED: 5657
VALUE: 0 ; SEED: 9658
VALUE: 0.035743 ; SEED: 2124
VALUE: 0 ; SEED: 6902
VALUE: 0 ; SEED: 4783
VALUE: 0 ; SEED: 8493
VALUE: 0 ; SEED: 4442
VALUE: 0 ; SEED: 7613
VALUE: 0.035743 ; SEED: 5674
VALUE: 0 ; SEED: 6830
VALUE: 0 ; SEED: 4757
El promedio es 0.005361449999999999
----------------- INSTANCE: gk02.dat ----------------------
VALUE: 1.64224 ; SEED: 6877
VALUE: 0.808489 ; SEED: 9311
VALUE: 1.41486 ; SEED: 6709
VALUE: 1.38959 ; SEED: 582
VALUE: 1.99596 ; SEED: 6770
VALUE: 1.41486 ; SEED: 2555
VALUE: 1.44012 ; SEED: 3269
VALUE: 1.69277 ; SEED: 76
VALUE: 1.59171 ; SEED: 7820
VALUE: 1.21273 ; SEED: 8358
VALUE: 1.28853 ; SEED: 7116
VALUE: 1.38959 ; SEED: 9156
VALUE: 1.61698 ; SEED: 3638
VALUE: 1.01061 ; SEED: 529
VALUE: 1.54118 ; SEED: 7482
VALUE: 1.56645 ; SEED: 8503
VALUE: 1.44012 ; SEED: 4735
VALUE: 1.49065 ; SEED: 8910
VALUE: 1.41486 ; SEED: 5588
VALUE: 1.54118 ; SEED: 3726
El promedio es 1.44517395
----------------- INSTANCE: weish29.dat ----------------------
VALUE: 0 ; SEED: 1115
VALUE: 0 ; SEED: 9644
VALUE: 0 ; SEED: 4702
VALUE: 0 ; SEED: 1966
VALUE: 0 ; SEED: 4006
VALUE: 0 ; SEED: 738
VALUE: 0 ; SEED: 575
VALUE: 0 ; SEED: 8393
VALUE: 0 ; SEED: 3251
VALUE: 0 ; SEED: 7043
VALUE: 0 ; SEED: 9452
VALUE: 0 ; SEED: 808
VALUE: 0 ; SEED: 215
VALUE: 0 ; SEED: 7881
VALUE: 0 ; SEED: 1979
VALUE: 0 ; SEED: 2815
VALUE: 0 ; SEED: 8244
VALUE: 0 ; SEED: 4913
VALUE: 0 ; SEED: 3916
VALUE: 0 ; SEED: 325
El promedio es 0.0
----------------- INSTANCE: weish28.dat ----------------------
VALUE: 0 ; SEED: 8601
VALUE: 0 ; SEED: 8798
VALUE: 0 ; SEED: 6778
VALUE: 0 ; SEED: 872
VALUE: 0 ; SEED: 1861
VALUE: 0 ; SEED: 5592
VALUE: 0 ; SEED: 2054
VALUE: 0 ; SEED: 4136
VALUE: 0 ; SEED: 8863
VALUE: 0 ; SEED: 7818
VALUE: 0 ; SEED: 1005
VALUE: 0 ; SEED: 5764
VALUE: 0 ; SEED: 3617
VALUE: 0 ; SEED: 3233
VALUE: 0 ; SEED: 2002
VALUE: 0 ; SEED: 8759
VALUE: 0 ; SEED: 1953
VALUE: 0 ; SEED: 2806
VALUE: 0 ; SEED: 3923
VALUE: 0 ; SEED: 4485
El promedio es 0.0
[('weing7.dat', 0.0481996), ('pet6.dat', 0.5453002), ('gk03.dat', 1.4347604999999999), ('weish30.dat', 0.005361449999999999), ('gk02.dat', 1.44517395), ('weish29.dat', 0.0), ('weish28.dat', 0.0)]



Parámetros obtenidos por SMAC {'alpha': '1.3', 'ants': '20', 'beta': '5.9', 'ph-max': '2.0', 'ph-min': '0.01', 'rho': '0.4'}
----------------- INSTANCE: weing7.dat ----------------------
VALUE: 0.0481996 ; SEED: 2105
VALUE: 0.0481996 ; SEED: 122
VALUE: 0.0481996 ; SEED: 7987
VALUE: 0.0481996 ; SEED: 9353
VALUE: 0.0481996 ; SEED: 6558
VALUE: 0.0481996 ; SEED: 818
VALUE: 0.0481996 ; SEED: 4446
VALUE: 0.0481996 ; SEED: 4067
VALUE: 0.0481996 ; SEED: 4400
VALUE: 0.0481996 ; SEED: 8638
VALUE: 0.0481996 ; SEED: 8514
VALUE: 0.0481996 ; SEED: 6930
VALUE: 0.0618927 ; SEED: 835
VALUE: 0.0481996 ; SEED: 7747
VALUE: 0.0481996 ; SEED: 5293
VALUE: 0.0481996 ; SEED: 29
VALUE: 0.0481996 ; SEED: 898
VALUE: 0.0481996 ; SEED: 2078
VALUE: 0.0481996 ; SEED: 756
VALUE: 0.0481996 ; SEED: 2041
El promedio es 0.048884255
----------------- INSTANCE: pet6.dat ----------------------
VALUE: 0.499152 ; SEED: 816
VALUE: 0.517988 ; SEED: 1120
VALUE: 0.621586 ; SEED: 7910
VALUE: 0.499152 ; SEED: 540
VALUE: 0.583914 ; SEED: 1411
VALUE: 0.536824 ; SEED: 8444
VALUE: 0.536824 ; SEED: 8226
VALUE: 0.621586 ; SEED: 8028
VALUE: 0.583914 ; SEED: 5175
VALUE: 0.499152 ; SEED: 2572
VALUE: 0.452063 ; SEED: 5154
VALUE: 0.452063 ; SEED: 1175
VALUE: 0.499152 ; SEED: 5755
VALUE: 0.621586 ; SEED: 6320
VALUE: 0.536824 ; SEED: 6383
VALUE: 0.452063 ; SEED: 9611
VALUE: 0.536824 ; SEED: 4982
VALUE: 0.499152 ; SEED: 5911
VALUE: 0.499152 ; SEED: 4340
VALUE: 0.536824 ; SEED: 3130
El promedio es 0.52928975
----------------- INSTANCE: gk03.dat ----------------------
VALUE: 1.18458 ; SEED: 5386
VALUE: 1.60891 ; SEED: 7023
VALUE: 1.27298 ; SEED: 2027
VALUE: 2.05092 ; SEED: 2090
VALUE: 1.23762 ; SEED: 9101
VALUE: 0.919378 ; SEED: 57
VALUE: 1.64427 ; SEED: 6229
VALUE: 1.48515 ; SEED: 1309
VALUE: 1.36139 ; SEED: 9285
VALUE: 0.830976 ; SEED: 2925
VALUE: 1.39675 ; SEED: 703
VALUE: 1.09618 ; SEED: 6115
VALUE: 1.83876 ; SEED: 7550
VALUE: 1.41443 ; SEED: 9903
VALUE: 1.27298 ; SEED: 8869
VALUE: 1.59123 ; SEED: 6230
VALUE: 1.1669 ; SEED: 711
VALUE: 1.37907 ; SEED: 7071
VALUE: 1.13154 ; SEED: 869
VALUE: 1.48515 ; SEED: 6101
El promedio es 1.3684582
----------------- INSTANCE: weish30.dat ----------------------
VALUE: 0 ; SEED: 8128
VALUE: 0.035743 ; SEED: 5160
VALUE: 0 ; SEED: 6889
VALUE: 0.035743 ; SEED: 6853
VALUE: 0 ; SEED: 7550
VALUE: 0.035743 ; SEED: 293
VALUE: 0.035743 ; SEED: 4015
VALUE: 0 ; SEED: 3582
VALUE: 0 ; SEED: 8779
VALUE: 0.035743 ; SEED: 4425
VALUE: 0.035743 ; SEED: 9664
VALUE: 0 ; SEED: 1172
VALUE: 0.035743 ; SEED: 6961
VALUE: 0 ; SEED: 3677
VALUE: 0 ; SEED: 6977
VALUE: 0 ; SEED: 2135
VALUE: 0 ; SEED: 460
VALUE: 0.035743 ; SEED: 5334
VALUE: 0 ; SEED: 6131
VALUE: 0 ; SEED: 9159
El promedio es 0.0142972
----------------- INSTANCE: gk02.dat ----------------------
VALUE: 1.79384 ; SEED: 4295
VALUE: 1.28853 ; SEED: 1989
VALUE: 1.36433 ; SEED: 7604
VALUE: 1.13694 ; SEED: 2017
VALUE: 1.54118 ; SEED: 8686
VALUE: 1.13694 ; SEED: 6167
VALUE: 1.238 ; SEED: 1779
VALUE: 0.934816 ; SEED: 5216
VALUE: 1.59171 ; SEED: 9238
VALUE: 1.56645 ; SEED: 8715
VALUE: 2.09702 ; SEED: 1689
VALUE: 1.54118 ; SEED: 9629
VALUE: 1.46539 ; SEED: 80
VALUE: 1.66751 ; SEED: 7758
VALUE: 1.66751 ; SEED: 2351
VALUE: 1.54118 ; SEED: 3866
VALUE: 1.238 ; SEED: 6368
VALUE: 1.06114 ; SEED: 726
VALUE: 1.08641 ; SEED: 8637
VALUE: 1.41486 ; SEED: 1504
El promedio es 1.4186467999999999
----------------- INSTANCE: weish29.dat ----------------------
VALUE: 0 ; SEED: 9245
VALUE: 0 ; SEED: 1626
VALUE: 0 ; SEED: 6156
VALUE: 0 ; SEED: 2935
VALUE: 0 ; SEED: 384
VALUE: 0 ; SEED: 5594
VALUE: 0 ; SEED: 1987
VALUE: 0 ; SEED: 417
VALUE: 0 ; SEED: 1885
VALUE: 0 ; SEED: 7895
VALUE: 0 ; SEED: 4661
VALUE: 0 ; SEED: 9487
VALUE: 0 ; SEED: 4905
VALUE: 0 ; SEED: 1454
VALUE: 0 ; SEED: 594
VALUE: 0 ; SEED: 9234
VALUE: 0 ; SEED: 8377
VALUE: 0 ; SEED: 8667
VALUE: 0 ; SEED: 3904
VALUE: 0 ; SEED: 1748
El promedio es 0.0
----------------- INSTANCE: weish28.dat ----------------------
VALUE: 0 ; SEED: 9084
VALUE: 0 ; SEED: 1636
VALUE: 0 ; SEED: 9065
VALUE: 0 ; SEED: 1001
VALUE: 0 ; SEED: 9013
VALUE: 0 ; SEED: 5312
VALUE: 0 ; SEED: 9240
VALUE: 0 ; SEED: 2956
VALUE: 0 ; SEED: 1267
VALUE: 0 ; SEED: 3966
VALUE: 0 ; SEED: 2945
VALUE: 0.242309 ; SEED: 4095
VALUE: 0 ; SEED: 7440
VALUE: 0 ; SEED: 6450
VALUE: 0 ; SEED: 4143
VALUE: 0 ; SEED: 6020
VALUE: 0 ; SEED: 9821
VALUE: 0 ; SEED: 6498
VALUE: 0 ; SEED: 5739
VALUE: 0 ; SEED: 9119
El promedio es 0.01211545
[('weing7.dat', 0.048884255), ('pet6.dat', 0.52928975), ('gk03.dat', 1.3684582), ('weish30.dat', 0.0142972), ('gk02.dat', 1.4186467999999999), ('weish29.dat', 0.0), ('weish28.dat', 0.01211545)]



Parámetros obtenidos por SMAC {'alpha': '3.7', 'ants': '8', 'beta': '6.1', 'ph-max': '7.7', 'ph-min': '0.01', 'rho': '0.8'}
----------------- INSTANCE: weing7.dat ----------------------
VALUE: 0.0481996 ; SEED: 6852
VALUE: 0.0481996 ; SEED: 1364
VALUE: 0.134466 ; SEED: 6149
VALUE: 0.0481996 ; SEED: 8197
VALUE: 0.0481996 ; SEED: 3854
VALUE: 0.0481996 ; SEED: 6763
VALUE: 0.0481996 ; SEED: 2631
VALUE: 0.215255 ; SEED: 6803
VALUE: 0.0481996 ; SEED: 9312
VALUE: 0.0481996 ; SEED: 9499
VALUE: 0.0481996 ; SEED: 8472
VALUE: 0.0618927 ; SEED: 7925
VALUE: 0.0481996 ; SEED: 2558
VALUE: 0.0481996 ; SEED: 6570
VALUE: 0.0481996 ; SEED: 2446
VALUE: 0.0481996 ; SEED: 2663
VALUE: 0.0481996 ; SEED: 1570
VALUE: 0.0481996 ; SEED: 8158
VALUE: 0.134466 ; SEED: 7921
VALUE: 0.0481996 ; SEED: 8474
El promedio es 0.065863665
----------------- INSTANCE: pet6.dat ----------------------
VALUE: 0.668676 ; SEED: 7258
VALUE: 0.536824 ; SEED: 9608
VALUE: 0.536824 ; SEED: 3049
VALUE: 0.668676 ; SEED: 2232
VALUE: 0.621586 ; SEED: 4380
VALUE: 0.678094 ; SEED: 3263
VALUE: 0.536824 ; SEED: 2401
VALUE: 0.499152 ; SEED: 9594
VALUE: 0.536824 ; SEED: 8447
VALUE: 0.517988 ; SEED: 5158
VALUE: 0.499152 ; SEED: 3806
VALUE: 0.536824 ; SEED: 8815
VALUE: 0.621586 ; SEED: 4847
VALUE: 0.583914 ; SEED: 6769
VALUE: 0.941797 ; SEED: 9752
VALUE: 0.452063 ; SEED: 9577
VALUE: 0.791109 ; SEED: 9578
VALUE: 0.536824 ; SEED: 4377
VALUE: 1.16783 ; SEED: 3565
VALUE: 0.970051 ; SEED: 5033
El promedio es 0.6451309
----------------- INSTANCE: gk03.dat ----------------------
VALUE: 1.41443 ; SEED: 378
VALUE: 2.12164 ; SEED: 4392
VALUE: 1.48515 ; SEED: 7855
VALUE: 1.60891 ; SEED: 6270
VALUE: 1.62659 ; SEED: 3287
VALUE: 1.36139 ; SEED: 2822
VALUE: 1.60891 ; SEED: 9337
VALUE: 1.20226 ; SEED: 5905
VALUE: 1.69731 ; SEED: 3912
VALUE: 1.59123 ; SEED: 5276
VALUE: 2.01556 ; SEED: 7906
VALUE: 1.83876 ; SEED: 2352
VALUE: 2.29844 ; SEED: 6855
VALUE: 2.28076 ; SEED: 7857
VALUE: 2.45757 ; SEED: 9814
VALUE: 1.64427 ; SEED: 3371
VALUE: 1.48515 ; SEED: 7668
VALUE: 1.66195 ; SEED: 9511
VALUE: 1.92716 ; SEED: 9127
VALUE: 1.92716 ; SEED: 454
El promedio es 1.7627300000000001
----------------- INSTANCE: weish30.dat ----------------------
VALUE: 0 ; SEED: 7885
VALUE: 0.035743 ; SEED: 1185
VALUE: 0 ; SEED: 6557
VALUE: 0.035743 ; SEED: 751
VALUE: 0 ; SEED: 7657
VALUE: 0.035743 ; SEED: 3761
VALUE: 0.035743 ; SEED: 3846
VALUE: 0.035743 ; SEED: 1134
VALUE: 0.035743 ; SEED: 3561
VALUE: 0 ; SEED: 4164
VALUE: 0.035743 ; SEED: 3966
VALUE: 0.035743 ; SEED: 3106
VALUE: 0.035743 ; SEED: 4237
VALUE: 0 ; SEED: 2252
VALUE: 0.035743 ; SEED: 3066
VALUE: 0.035743 ; SEED: 602
VALUE: 0.035743 ; SEED: 4178
VALUE: 0 ; SEED: 2780
VALUE: 0 ; SEED: 737
VALUE: 0 ; SEED: 5135
El promedio es 0.021445799999999994
----------------- INSTANCE: gk02.dat ----------------------
VALUE: 1.59171 ; SEED: 3002
VALUE: 1.92016 ; SEED: 6935
VALUE: 1.46539 ; SEED: 1490
VALUE: 1.69277 ; SEED: 1407
VALUE: 1.54118 ; SEED: 1932
VALUE: 1.11167 ; SEED: 1517
VALUE: 1.76857 ; SEED: 4328
VALUE: 1.54118 ; SEED: 4780
VALUE: 1.59171 ; SEED: 591
VALUE: 1.8191 ; SEED: 5843
VALUE: 1.36433 ; SEED: 7411
VALUE: 1.71804 ; SEED: 9507
VALUE: 1.54118 ; SEED: 5515
VALUE: 1.1622 ; SEED: 112
VALUE: 1.21273 ; SEED: 481
VALUE: 2.45073 ; SEED: 5485
VALUE: 1.41486 ; SEED: 5430
VALUE: 1.7433 ; SEED: 7147
VALUE: 1.86963 ; SEED: 6220
VALUE: 1.71804 ; SEED: 7960
El promedio es 1.6119240000000001
----------------- INSTANCE: weish29.dat ----------------------
VALUE: 0 ; SEED: 1277
VALUE: 0 ; SEED: 3442
VALUE: 0 ; SEED: 9586
VALUE: 0 ; SEED: 8027
VALUE: 0 ; SEED: 6404
VALUE: 0 ; SEED: 2054
VALUE: 0 ; SEED: 8918
VALUE: 0 ; SEED: 5223
VALUE: 0 ; SEED: 1952
VALUE: 0 ; SEED: 4501
VALUE: 0 ; SEED: 1249
VALUE: 0 ; SEED: 7087
VALUE: 0 ; SEED: 1843
VALUE: 0 ; SEED: 7183
VALUE: 0 ; SEED: 8642
VALUE: 0 ; SEED: 4111
VALUE: 0 ; SEED: 1587
VALUE: 0 ; SEED: 8645
VALUE: 0 ; SEED: 6131
VALUE: 0 ; SEED: 6036
El promedio es 0.0
----------------- INSTANCE: weish28.dat ----------------------
VALUE: 0 ; SEED: 7379
VALUE: 0 ; SEED: 4842
VALUE: 0 ; SEED: 4351
VALUE: 0.242309 ; SEED: 1755
VALUE: 0 ; SEED: 5546
VALUE: 0 ; SEED: 9274
VALUE: 0 ; SEED: 8784
VALUE: 0 ; SEED: 8612
VALUE: 0 ; SEED: 1856
VALUE: 0 ; SEED: 8091
VALUE: 0 ; SEED: 8334
VALUE: 0 ; SEED: 5769
VALUE: 0 ; SEED: 975
VALUE: 0 ; SEED: 4823
VALUE: 0 ; SEED: 9279
VALUE: 0 ; SEED: 2981
VALUE: 0 ; SEED: 2450
VALUE: 0 ; SEED: 2934
VALUE: 0 ; SEED: 6074
VALUE: 0 ; SEED: 7442
El promedio es 0.01211545
[('weing7.dat', 0.065863665), ('pet6.dat', 0.6451309), ('gk03.dat', 1.7627300000000001), ('weish30.dat', 0.021445799999999994), ('gk02.dat', 1.6119240000000001), ('weish29.dat', 0.0), ('weish28.dat', 0.01211545)]



Parámetros obtenidos por SMAC {'alpha': '5.0', 'ants': '15', 'beta': '3.9', 'ph-max': '8.9', 'ph-min': '0.01', 'rho': '0.1'}
----------------- INSTANCE: weing7.dat ----------------------
VALUE: 0.00575109 ; SEED: 2017
VALUE: 0.00575109 ; SEED: 1773
VALUE: 0.00575109 ; SEED: 9171
VALUE: 0.00575109 ; SEED: 2316
VALUE: 0.00575109 ; SEED: 5431
VALUE: 0.00575109 ; SEED: 9788
VALUE: 0.00575109 ; SEED: 6883
VALUE: 0.00575109 ; SEED: 9091
VALUE: 0.00575109 ; SEED: 4924
VALUE: 0 ; SEED: 3062
VALUE: 0.00575109 ; SEED: 7499
VALUE: 0.00575109 ; SEED: 7903
VALUE: 0.00575109 ; SEED: 5119
VALUE: 0.016523 ; SEED: 2889
VALUE: 0.00575109 ; SEED: 1123
VALUE: 0 ; SEED: 1759
VALUE: 0.00575109 ; SEED: 2969
VALUE: 0 ; SEED: 9072
VALUE: 0.00575109 ; SEED: 8898
VALUE: 0.00575109 ; SEED: 9434
El promedio es 0.005427022
----------------- INSTANCE: pet6.dat ----------------------
VALUE: 0.536824 ; SEED: 6420
VALUE: 0.339047 ; SEED: 5885
VALUE: 0.517988 ; SEED: 1636
VALUE: 0.612168 ; SEED: 4355
VALUE: 0.348465 ; SEED: 4437
VALUE: 0.536824 ; SEED: 6281
VALUE: 0.621586 ; SEED: 876
VALUE: 0.452063 ; SEED: 2236
VALUE: 0.583914 ; SEED: 689
VALUE: 0.621586 ; SEED: 7843
VALUE: 0.499152 ; SEED: 8269
VALUE: 0.536824 ; SEED: 4444
VALUE: 0.565078 ; SEED: 4050
VALUE: 0.536824 ; SEED: 8433
VALUE: 0.536824 ; SEED: 5801
VALUE: 0.536824 ; SEED: 5453
VALUE: 0.499152 ; SEED: 6608
VALUE: 0.536824 ; SEED: 7343
